ID	REG	FOCUS	DSID	HAB_CO	HAB_CH	HAB_FI	PRE_CO	PRE_CH	PRE_FI	NPROJ	ACTION	COST	POST_CO	POST_CH	POST_FI
40043fs2	Coos	1.0	8917fs2	0.0	0.0	0.0	0.400000005960465	0.0	0.0	1.0	0.0	150000.0	1.0	1.0	1.0
40127fs2	Coos	1.0	15ts2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
41375fs2	Coos	1.0	99ts2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	75000.0	1.0	1.0	1.0
41376fs2	Coos	1.0	99ts2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	75000.0	1.0	1.0	1.0
41377fs2	Coos	1.0	99ts2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	75000.0	1.0	1.0	1.0
41409fs2	Coos	1.0	66ts2	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	150000.0	1.0	1.0	1.0
41410fs2	Coos	1.0	66ts2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	75000.0	1.0	1.0	1.0
44831fs2	Coos	1.0	34990fs2	0.0118524333807783	0.024659120389868	0.0	0.100000001490116	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
44832fs2	Coos	1.0	44831fs2	0.073552909956901	0.0	0.0	0.100000001490116	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
5534fs2	Coos	1.0	24521fs2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
28665fs2	Coos	1.0	44832fs2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
2751fs2	Coos	1.0	6ts2	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	150000.0	1.0	1.0	1.0
16894fs2	Coos	1.0	119ts2	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	75000.0	1.0	1.0	1.0
13743fs2	Coos	1.0	67ts2	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	150000.0	1.0	1.0	1.0
15621fs2	Coos	1.0	13743fs2	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	150000.0	1.0	1.0	1.0
17241fs2	Coos	1.0	120ts2	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	150000.0	1.0	1.0	1.0
9873fs2	Coos	1.0	99ts2	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	300000.0	1.0	1.0	1.0
44812fs2	Coos	1.0	22ts2	0.0	0.0	0.0	0.400000005960465	0.0	0.0	1.0	0.0	300000.0	1.0	1.0	1.0
3987fs2	Coos	1.0	26ts2	0.0	0.0	0.0	0.100000001490116	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
3988fs2	Coos	1.0	26ts2	0.0	0.0	0.0	0.100000001490116	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
18863fs2	Coos	1.0	3987fs2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
18177fs2	Coos	1.0	29011fs2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
18269fs2	Coos	1.0	29011fs2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
29009fs2	Coos	1.0	153ts2	0.0	0.0348053432269062	0.0	0.0	0.0	0.0	1.0	0.0	300000.0	1.0	1.0	1.0
29010fs2	Coos	1.0	32951fs2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	300000.0	1.0	1.0	1.0
29023fs2	Coos	1.0	32951fs2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	150000.0	1.0	1.0	1.0
29011fs2	Coos	1.0	90fs2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	300000.0	1.0	1.0	1.0
29464fs2	Coos	1.0	153ts2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	75000.0	1.0	1.0	1.0
32951fs2	Coos	1.0	29009fs2	0.0	0.0095268943439936	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
89fs2	Coos	1.0	29009fs2	0.0	0.0	0.0	0.400000005960465	0.400000005960465	0.0	1.0	0.0	150000.0	1.0	1.0	1.0
88fs2	Coos	1.0	29009fs2	0.0	0.0	0.0	0.400000005960465	0.400000005960465	0.0	1.0	0.0	150000.0	1.0	1.0	1.0
90fs2	Coos	1.0	29010fs2	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	300000.0	1.0	1.0	1.0
10Ats1	Coquille	1.0	NA	0.209886222140652	0.0	0.459202709271608	0.0	0.0	0.0	1.0	0.0	1080000.0	1.0	1.0	1.0
13ts1	Coquille	1.0	NA	0.224896693679883	0.0	0.0383660354513906	0.0	0.0	0.0	1.0	0.0	1080000.0	1.0	1.0	1.0
14ts1	Coquille	1.0	NA	0.109816083143729	0.0	0.0975863066979064	0.0	0.0	0.0	1.0	0.0	360000.0	1.0	1.0	1.0
15ts1	Coquille	1.0	NA	0.0426670231645514	0.0	0.024545267835533	0.0	0.0	0.0	1.0	0.0	540000.0	1.0	1.0	1.0
16ts1	Coquille	1.0	NA	0.0419242163823332	0.0	0.0105073760039807	0.0	0.0	0.0	1.0	0.0	260000.0	1.0	1.0	1.0
18ts1	Coquille	1.0	NA	0.0324100465532372	0.0	0.0590003792170313	0.0	0.0	0.0	1.0	0.0	360000.0	1.0	1.0	1.0
19ts1	Coquille	1.0	NA	0.0230217031471056	0.0	0.0338917025533313	0.0	0.0	0.0	1.0	0.0	360000.0	1.0	1.0	1.0
20ts1	Coquille	1.0	NA	0.0	0.0	0.0206976966557284	0.0	0.0	0.0	1.0	0.0	260000.0	1.0	1.0	1.0
22ts1	Coquille	1.0	NA	0.0546664706936295	0.0	0.0370023090722766	0.0	0.0	0.0	1.0	0.0	260000.0	1.0	1.0	1.0
23ts1	Coquille	1.0	NA	0.0	0.0	0.0541575013491048	0.0	0.0	0.0	1.0	0.0	360000.0	1.0	1.0	1.0
24ts1	Coquille	1.0	NA	0.0	0.0	0.0117662312244762	0.0	0.0	0.0	1.0	0.0	100000.0	1.0	1.0	1.0
25ts1	Coquille	1.0	NA	0.0131811570590909	0.0274233313752132	0.0513522695198247	0.0	0.0	0.0	1.0	0.0	260000.0	1.0	1.0	1.0
31ts1	Coquille	1.0	NA	0.0	0.0	0.0250918149764703	0.0	0.0	0.0	1.0	0.0	200000.0	1.0	1.0	1.0
32ts1	Coquille	1.0	NA	0.0	0.0	0.0072861631019858	0.0	0.0	0.0	1.0	0.0	260000.0	1.0	1.0	1.0
33ts1	Coquille	1.0	NA	0.0	0.0	0.0071653682551722	0.0	0.0	0.0	1.0	0.0	100000.0	1.0	1.0	1.0
34ts1	Coquille	1.0	NA	0.0552896895039007	0.0016979647370695	0.0980405636519966	0.0	0.0	0.0	1.0	0.0	260000.0	1.0	1.0	1.0
35ts1	Coquille	1.0	NA	0.530304182787094	0.799078184868009	0.0609773860334252	0.0	0.0	0.0	1.0	0.0	1900000.0	1.0	1.0	1.0
36Ats1	Coquille	1.0	NA	0.181761170124156	0.0	0.313761766361812	0.0	0.0	0.0	1.0	0.0	810000.0	1.0	1.0	1.0
37ts1	Coquille	1.0	NA	0.229818688394301	0.0	0.0060328790755298	0.0	0.0	0.0	1.0	0.0	1260000.0	1.0	1.0	1.0
54ts1	Coquille	1.0	NA	0.0336379946369788	0.0	0.0208810433510093	0.0	0.0	0.0	1.0	0.0	260000.0	1.0	1.0	1.0
55Ats1	Coquille	1.0	NA	0.0643612111796871	0.0	0.0054106889745281	0.0	0.0	0.0	1.0	0.0	540000.0	1.0	1.0	1.0
12Dts1	Coquille	1.0	NA	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1260000.0	1.0	1.0	1.0
55Bts1	Coquille	1.0	NA	0.0	0.0	0.0038416562651226	0.0	0.0	0.0	1.0	0.0	100000.0	1.0	1.0	1.0
61Bts1	Coquille	1.0	NA	0.681825577195481	0.0	0.284074444087945	0.0	0.0	0.0	1.0	0.0	2000000.0	1.0	1.0	1.0
900ts1	Coquille	1.0	NA	0.0	0.0	0.0491845245545236	0.0	0.0	0.0	1.0	0.0	200000.0	1.0	1.0	1.0
3703fs1	Coquille	1.0	37ts1	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	75000.0	1.0	1.0	1.0
3978fs1	Coquille	1.0	35ts1	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
9040fs1	Coquille	1.0	3703fs1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	75000.0	1.0	1.0	1.0
7958fs1	Coquille	1.0	29413fs1	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
29413fs1	Coquille	1.0	17584fs1	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	75000.0	1.0	1.0	1.0
16092fs1	Coquille	1.0	14ts1	0.0009652594072822	0.0	0.0	1.0	1.0	0.0	1.0	0.0	75000.0	1.0	1.0	1.0
3641fs1	Coquille	1.0	61Bts1	0.0667662961093981	0.0	0.0	1.0	1.0	0.0	1.0	0.0	75000.0	1.0	1.0	1.0
3642fs1	Coquille	1.0	61Bts1	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	75000.0	1.0	1.0	1.0
8057fs1	Coquille	1.0	23ts1	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	75000.0	1.0	1.0	1.0
10145fs1	Coquille	1.0	15ts1	0.0694925673483678	0.0	0.0	1.0	1.0	0.0	1.0	0.0	75000.0	1.0	1.0	1.0
10245fs1	Coquille	1.0	3978fs1	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
10571fs1	Coquille	1.0	3703fs1	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	75000.0	1.0	1.0	1.0
4506fs1	Coquille	1.0	61Bts1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	75000.0	1.0	1.0	1.0
23901fs1	Coquille	1.0	61Bts1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	75000.0	1.0	1.0	1.0
15637fs1	Coquille	1.0	10Ats1	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	75000.0	1.0	1.0	1.0
16385fs1	Coquille	1.0	61Bts1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	75000.0	1.0	1.0	1.0
17584fs1	Coquille	1.0	10245fs1	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	75000.0	1.0	1.0	1.0
15938fs1	Coquille	1.0	12Dts1	0.134597991230509	0.0	0.0	1.0	1.0	0.0	0.0	0.0	75000.0	1.0	1.0	1.0
39Ets1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
39Dts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
39Cts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
39Bts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
39Ats1	Coquille	1.0	NA	0.558076777192682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2000000.0	1.0	1.0	1.0
9ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
11Ats1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
12Ats1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
17ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
21ts1	Coquille	1.0	NA	0.0171980902689969	0.0	0.044080047408584	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
26ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
27ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
28ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
29ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
30ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
40ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
41ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
42ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
43ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
44ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
45ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
46Ats1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
47ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
48ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
49ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
50ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
51ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
53ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
11Bts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
52ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
56ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
38ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
12Bts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
46Bts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
60ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
62ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
63ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
64ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
65ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
66ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
57ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
58ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
59ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
67ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
68ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
69ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
70ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
71ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
72ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
73ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
74ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
75ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
76ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
77ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
78ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
79ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
80ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
81ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
82ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
83ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
84ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
85ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
86ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
87ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
88ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
89ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
90ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
92ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
91ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
93ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
94ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
95ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
96ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
97ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
98ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
99ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
100ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
101ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
102ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
103ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
104ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
105ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
106ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
107ts1	Coquille	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
1ts5	Umpqua	1.0	NA	0.0675692776410626	0.0016889942971617	0.18534527979096	0.0	0.0	0.0	1.0	0.0	540000.0	1.0	1.0	1.0
2ts5	Umpqua	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
3ts5	Umpqua	1.0	NA	0.0	0.0	0.0107433854792424	0.0	0.0	0.0	1.0	0.0	100000.0	1.0	1.0	1.0
4ts5	Umpqua	1.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
5ts5	Umpqua	1.0	NA	0.0	0.0	0.0159403078180949	0.0	0.0	0.0	1.0	0.0	360000.0	1.0	1.0	1.0
6ts5	Umpqua	1.0	NA	0.0	0.0	6.34015285492125e-06	0.0	0.0	0.0	1.0	0.0	100000.0	1.0	1.0	1.0
7ts5	Umpqua	1.0	NA	0.0	0.0	0.0106557369808834	0.0	0.0	0.0	1.0	0.0	100000.0	1.0	1.0	1.0
8ts5	Umpqua	NA	NA	0.0	0.0	0.0022999048887027	0.0	0.0	0.0	1.0	NA	100000.0	1.0	1.0	1.0
9ts5	Umpqua	NA	NA	0.0	0.0	0.0230722048490858	0.0	0.0	0.0	1.0	NA	200000.0	1.0	1.0	1.0
10ts5	Umpqua	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	0.0	1.0	1.0	1.0
11ts5	Umpqua	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	0.0	1.0	1.0	1.0
12ts5	Umpqua	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	0.0	1.0	1.0	1.0
13ts5	Umpqua	NA	NA	0.0	0.0	0.0257612054861649	0.0	0.0	0.0	1.0	NA	200000.0	1.0	1.0	1.0
14ts5	Umpqua	NA	NA	0.0	0.0	0.0125186253589856	0.0	0.0	0.0	1.0	NA	100000.0	1.0	1.0	1.0
15ts5	Umpqua	NA	NA	0.0	0.0	0.002893597230693	0.0	0.0	0.0	1.0	NA	100000.0	1.0	1.0	1.0
16ts5	Umpqua	NA	NA	0.0	0.0	0.0024413550900356	0.0	0.0	0.0	1.0	NA	100000.0	1.0	1.0	1.0
17ts5	Umpqua	NA	NA	0.0	0.0	0.0013423170952631	0.0	0.0	0.0	1.0	NA	100000.0	1.0	1.0	1.0
18ts5	Umpqua	NA	NA	0.0	0.0	0.0137915840080896	0.0	0.0	0.0	1.0	NA	260000.0	1.0	1.0	1.0
19ts5	Umpqua	NA	NA	0.0	0.0	0.0002204409374155	0.0	0.0	0.0	1.0	NA	100000.0	1.0	1.0	1.0
20ts5	Umpqua	NA	NA	0.0	0.0	0.0257403646021252	0.0	0.0	0.0	1.0	NA	260000.0	1.0	1.0	1.0
14762fs5	Umpqua	NA	1ts5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	75000.0	1.0	1.0	1.0
15209fs5	Umpqua	NA	1ts5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	75000.0	1.0	1.0	1.0
14072fs5	Umpqua	NA	5ts5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	75000.0	1.0	1.0	1.0
15201fs5	Umpqua	NA	5ts5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	75000.0	1.0	1.0	1.0
16186fs5	Umpqua	NA	5ts5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	75000.0	1.0	1.0	1.0
1ts6	Umpqua	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	0.0	1.0	1.0	1.0
3ts6	Umpqua	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	0.0	1.0	1.0	1.0
5ts6	Umpqua	NA	NA	0.0950853711408872	0.192830481384201	0.0740309904094307	0.0	0.0	0.0	1.0	NA	260000.0	1.0	1.0	1.0
7ts6	Umpqua	NA	NA	0.0674671409632815	0.173963109306837	0.0708934680426925	0.0	0.0	0.0	1.0	NA	260000.0	1.0	1.0	1.0
9ts6	Umpqua	NA	NA	0.0504908544113862	0.129793892245581	0.107223624099912	0.0	0.0	0.0	1.0	NA	540000.0	1.0	1.0	1.0
14ts6	Umpqua	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	0.0	1.0	1.0	1.0
10Bts1	Coquille	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	0.0	1.0	1.0	1.0
36Bts1	Coquille	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	0.0	1.0	1.0	1.0
36Cts1	Coquille	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	0.0	1.0	1.0	1.0
12Cts1	Coquille	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	0.0	1.0	1.0	1.0
61Ats1	Coquille	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	0.0	1.0	1.0	1.0
61Cts1	Coquille	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	0.0	1.0	1.0	1.0
3638fs1	Coquille	NA	39Ats1	0.129016648251438	0.0	0.0	0.0	0.0	0.0	1.0	NA	300000.0	1.0	1.0	1.0
3639fs1	Coquille	NA	39Ats1	0.152141257612131	0.0	0.0	0.0	0.0	0.0	1.0	NA	300000.0	1.0	1.0	1.0
8435fs1	Coquille	NA	39Ats1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	NA	150000.0	1.0	1.0	1.0
24894fs1	Coquille	NA	39Ats1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	NA	75000.0	1.0	1.0	1.0
NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA
NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA
NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA
NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA
